location_name,Location_Category_Description,LATITUDE,LONGITUDE
P.S. X140 The Eagle School,Elementary,40.823318,-73.907489
Riverdale / Kingsbridge Academy (Middle School / H,Secondary School,40.887407,-73.914141
MS 142 John Philip Sousa,Junior High-Intermediate-Middle,40.886002,-73.839682
JHS 143 John Peter Tetard,Junior High-Intermediate-Middle,40.8759,-73.9011
J.H.S. 144 Michelangelo,Junior High-Intermediate-Middle,40.863842,-73.836525
J.H.S. 145 Arturo Toscanini,Junior High-Intermediate-Middle,40.827438,-73.914067
P.S. 146 Edward Collins,Elementary,40.824717,-73.905734
JHS 149 Elijah Clark,Junior High-Intermediate-Middle,40.814,-73.9208
P.S. 150 Charles James Fox,Elementary,40.82471,-73.894349
J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle,40.822574,-73.92114
P.S. 152 Evergreen,Elementary,40.823941,-73.880479
P.S. 153 Helen Keller,Elementary,40.874035,-73.831669
P.S. 154 Jonathan D. Hyatt,Elementary,40.808194,-73.925459
P.S. 156 Benjamin Banneker,Elementary,40.8222,-73.9204
P.S. 157 Grove Hill,Elementary,40.819419,-73.908965
I S 158 Theodore Gathings,Junior High-Intermediate-Middle,40.8277,-73.9001
P.S. 159 Luis Munoz Marin Biling,Elementary,40.85568,-73.893136
P.S. 160 Walt Disney,Elementary,40.864073,-73.823816
P.S. 161 Juan Ponce De Leon School,Elementary,40.814168,-73.905233
J.H.S. 162 Lola Rodriguez De Tio,Junior High-Intermediate-Middle,40.814857,-73.912038
P.S. 163 Arthur A. Schomburg,Elementary,40.8517,-73.899005
Grand Concourse Charter School,K-8,40.818442,-73.858773
J.H.S. 166 Roberto Clemente,Junior High-Intermediate-Middle,40.828009,-73.917705
P.S. 168,K-12 all grades,40.869482,-73.878731
Baychester Academy,Elementary,40.881344,-73.839386
P.S. 170,Early Childhood,40.844367,-73.913253
I.S. 174 Eugene T. Maleska,Junior High-Intermediate-Middle,40.8147,-73.8566
P.S. 175 City Island,K-8,40.844353,-73.78354
P.S. X176,K-12 all grades,40.874035,-73.831669
P.S. 178 - Dr. Selman Waksman,Elementary,40.874035,-73.831669
P.S. 179,Elementary,40.80908,-73.919773
M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle,40.874035,-73.831669
I.S. 181 Pablo Casals,Junior High-Intermediate-Middle,40.874035,-73.831669
P.S. 182,Elementary,40.818925,-73.856976
P.S. 182,Elementary,40.818925,-73.856976
I S 184 Rafael C Y Molina,Junior High-Intermediate-Middle,40.8189,-73.9059
Bronx Lighthouse Charter School,K-12 all grades,40.823228,-73.897394
P186X Walter J. Damrosch School,K-12 all grades,40.831388,-73.897797
P.S. X188,K-12 all grades,40.850168,-73.883877
P.S. X188,K-12 all grades,40.850168,-73.883877
Cornerstone Academy for Social Action,Elementary,40.882778,-73.830616
E.S.M.T- I.S. 190,Junior High-Intermediate-Middle,40.836156,-73.892784
IS 191,Junior High-Intermediate-Middle,40.8458,-73.8862
I.S. 192 Piagentini-Jones,Junior High-Intermediate-Middle,40.8265,-73.8184
P.S./M.S. 194,K-8,40.83541,-73.846594
P.S. 195,Elementary,40.830811,-73.877305
P.S. 196,Elementary,40.830811,-73.877305
P.S. 197,Early Childhood,40.830811,-73.877305
P.S. 198,Elementary,40.828406,-73.900121
P.S. 199X - The Shakespeare School,Elementary,40.843453,-73.920826
New Visions A.I.M. Charter High School II,High school,40.823124,-73.898265
M.S. X201,Junior High-Intermediate-Middle,40.8155,-73.8858
New Visions Charter High School for Advanced Math,High school,40.821723,-73.902892
M.S. 203,Junior High-Intermediate-Middle,40.813681,-73.925995
P.S. 204 Morris Heights,Elementary,40.849416,-73.915217
P.S. 205 Fiorello LaGuardia,Elementary,40.855759,-73.881753
I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,40.859534,-73.906285
P.S. 207,Early Childhood,40.878327,-73.906197
New Visions Charter High School for the Humanities,High school,40.810671,-73.907528
P.S. 209,Early Childhood,40.856834,-73.897635
P.S. 211,K-8,40.843705,-73.890145
P.S. 212,K-8,40.828406,-73.900121
Bronx Engineering and Technology Academy,High school,40.877379,-73.912686
P.S. 214,K-8,40.839297,-73.879931
Kappa,Junior High-Intermediate-Middle,40.833493,-73.903951
Business School for Entrepreneurial Studies,Junior High-Intermediate-Middle,40.822056,-73.894368
School of Performing Arts,Junior High-Intermediate-Middle,40.822056,-73.894368
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,40.835681,-73.919571
I.S. 219 New Venture School,Junior High-Intermediate-Middle,40.833493,-73.903951
P.S. 220 Mott Haven Village School,K-8,40.8095,-73.9199
South Bronx Preparatory: A College Board School,Secondary School,40.813612,-73.920851
IS 222,Junior High-Intermediate-Middle,40.81,-73.9178
The Laboratory School of Finance and Technology: X,Secondary School,40.813612,-73.920851
P.S./I.S. 224,Junior High-Intermediate-Middle,40.810314,-73.918774
Theatre Arts Production Company School,Secondary School,40.854257,-73.897404
P.S. 226,Elementary,40.855822,-73.916076
Bronx Collegiate Academy,High school,40.839307,-73.911366
Jonas Bronck Academy,Junior High-Intermediate-Middle,40.860987,-73.891562
I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,40.8524,-73.9216
P.S. 230 Dr Roland N. Patterson,Elementary,40.8524,-73.9216
Eagle Academy for Young Men,Secondary School,40.845366,-73.897479
I.S. 232,Junior High-Intermediate-Middle,40.849416,-73.915217
Family Life Academy Charter School II,K-8,40.811562,-73.925416
PS 234 Twin Parks,Elementary,40.8462,-73.8874
P.S. 236 Langston Hughes,Elementary,40.848907,-73.909936
"The Marie Curie School for Medicine, Nursing, and",High school,40.875636,-73.901565
Urban Assembly Academy for History and Citizenship,High school,40.839307,-73.911366
Urban Assembly School for Applied Math and Science,Secondary School,40.839508,-73.901774
Mott Hall V,Secondary School,40.832508,-73.878191
West Bronx Academy for the Future,Secondary School,40.859466,-73.888625
The New School for Leadership and Journalism,Junior High-Intermediate-Middle,40.875636,-73.901565
New Day Academy,Secondary School,40.826933,-73.900593
P.S. 246 Poe Center,Elementary,40.865972,-73.8953
"Metropolitan High School, The",High school,40.827539,-73.896925
Bronx Health Sciences High School,High school,40.874035,-73.831669
Eximius College Preparatory Academy: A College Boa,High school,40.833884,-73.902794
Eximius College Preparatory Academy: A College Boa,High school,40.833884,-73.902794
Explorations Academy H.S.,High school,40.836245,-73.890591
Mott Hall Bronx High School,High school,40.839508,-73.901774
Bronx High School for Writing and Communication Ar,High school,40.875172,-73.861649
I.S. 254,Junior High-Intermediate-Middle,40.858721,-73.889878
Bronx Charter School for Excellence,K-8,40.834025,-73.858533
Heketi Community Charter School,Elementary,40.8091,-73.909595
PS 257 Children's School,Elementary,40.8486,-73.8937
Tech International Charter School,Junior High-Intermediate-Middle,40.880738,-73.907295
High School of Computers and Technology,High school,40.875172,-73.861649
"H.E.R.O. High (Health, Education, and Research Occ",High school,40.810671,-73.907528
Bronx Center for Science and Mathematics,High school,40.833884,-73.902794
Bronx Center for Science and Mathematics,High school,40.833884,-73.902794
Performance Conservatory High School,High school,40.836245,-73.890591
Validus Preparatory Academy,High school,40.839508,-73.901774
Bronx Academy for Software Engineering (BASE),High school,40.855392,-73.882487
Bronx Lab School,High school,40.875172,-73.861649
Bronx Latin,Secondary School,40.826933,-73.900593
Kingsbridge International High School,High school,40.869061,-73.897066
Bronx Studio School for Writers and Artists,Secondary School,40.820388,-73.892961
Academy for Scholarship and Entrepreneurship: A Co,High school,40.888242,-73.852714
East Bronx Academy for the Future,Secondary School,40.836821,-73.887688
Globe School for Environmental Research,Junior High-Intermediate-Middle,40.880649,-73.860126
Frederick Douglass Academy V. Middle School,Junior High-Intermediate-Middle,40.848748,-73.888987
The New American Academy at Roberto Clemente State,Elementary,40.8524,-73.9216
Leadership Institute,High school,40.841758,-73.897943
P.S. 277,Elementary,40.813385,-73.913872
Peace and Diversity Academy,High school,40.827539,-73.896925
"P.S. 279 Captain Manuel Rivera, Jr.",K-8,40.854666,-73.904958
P.S./M.S. 280 Mosholu Parkway,K-8,40.876819,-73.881245
P.S./M.S. 280 Mosholu Parkway,K-8,40.876819,-73.881245
Women's Academy of Excellence,High school,40.815043,-73.85607
Bronx School of Law and Finance,High school,40.877379,-73.912686
Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,40.831493,-73.88654
North Bronx School of Empowerment,Junior High-Intermediate-Middle,40.880649,-73.860126
Collegiate Institute for Math and Science,High school,40.860443,-73.860729
The Young Scholars Academy of The Bronx,Junior High-Intermediate-Middle,40.880649,-73.860126
Bronx Academy of Health Careers,High school,40.875172,-73.861649
P.S. 291,Elementary,40.859243,-73.909763
Renaissance High School for Musical Theater and th,High school,40.839775,-73.839583
The Walton Avenue School,Elementary,40.8404,-73.915879
Gateway School for Environmental Research and Tech,High school,40.821218,-73.85593
South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,40.818703,-73.905389
Morris Academy for Collaborative Studies,High school,40.827455,-73.90392
Academy of Public Relations,Junior High-Intermediate-Middle,40.818703,-73.905389
Astor Collegiate Academy,High school,40.860443,-73.860729
The School of Science and Applied Learning,Elementary,40.846128,-73.886721
M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,40.822291,-73.906739
M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,40.816078,-73.901599
I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,40.849416,-73.915217
P.S. 304 Early Childhood School,Elementary,40.82708,-73.829211
Pablo Neruda Academy,High school,40.821218,-73.85593
P.S. 306,Elementary,40.850722,-73.910827
Luisa Pineiro Fuentes School of Science and Discov,Elementary,40.869142,-73.901821
Bronx Dance Academy School,Junior High-Intermediate-Middle,40.885428,-73.878051
South Bronx Charter School for International Cultu,Elementary,40.803052,-73.918037
P.S. 310 Marble Hill,Elementary,40.872477,-73.905547
Lucero Elementary School,Elementary,40.8404,-73.915879
Millennium Art Academy,High school,40.821218,-73.85593
I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,40.840536,-73.904353
Fairmont Neighborhood School,Elementary,40.834188,-73.886995
P.S. 315 Lab School,K-8,40.873659,-73.900068
Kappa III,Junior High-Intermediate-Middle,40.846128,-73.886721
"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle,40.843705,-73.890145
Providing Urban Learners Success In Education High,High school,40.848385,-73.893744
Pelham Lab High School,High school,40.839775,-73.839583
Crotona Academy High School,High school,40.829306,-73.892243
Aspire Preparatory Middle School,Junior High-Intermediate-Middle,40.862098,-73.865028
Bronx Writing Academy,Junior High-Intermediate-Middle,40.832022,-73.91435
Bronx Early College Academy for Teaching & Learnin,Secondary School,40.828009,-73.917705
Urban Science Academy,Junior High-Intermediate-Middle,40.827438,-73.914067
Bronx Green Middle School,Junior High-Intermediate-Middle,40.862098,-73.865028
Comprehensive Model School Project M.S. 327,Secondary School,40.842503,-73.916084
New Millennium Bronx Academy of the Arts,Junior High-Intermediate-Middle,40.827438,-73.914067
DreamYard Preparatory School,High school,40.839307,-73.911366
The Bronx School of Young Leaders,Junior High-Intermediate-Middle,40.850722,-73.910827
Holcombe L. Rucker School of Community Research,High school,40.817741,-73.897876
The Longwood Academy of Discovery,Elementary,40.820108,-73.898399
International Community High School,High school,40.810314,-73.918774
The Academy of the Arts,Elementary,40.820108,-73.898399
Urban Assembly School for the Performing Arts,Secondary School,40.8135,-73.9254
The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,40.824989,-73.874162
I.S. 339,Junior High-Intermediate-Middle,40.840536,-73.904353
P.S. 340,Elementary,40.869407,-73.897171
Accion Academy,Junior High-Intermediate-Middle,40.822056,-73.894368
International School for Liberal Arts,Secondary School,40.869061,-73.897066
Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,40.810314,-73.918774
Ampark Neighborhood,Elementary,40.883049,-73.891664
Hyde Leadership Charter School,K-12 all grades,40.815827,-73.885284
South Bronx Classical Charter School,K-8,40.822056,-73.894368
International Leadership Charter High School,High school,40.880853,-73.909955
Schuylerville Preparatory High School,High school,40.839775,-73.839583
Bronx River High School,High school,40.839775,-73.839583
New Directions Secondary School,Secondary School,40.839307,-73.911366
Bronx Collaborative High School,High school,40.879958,-73.889011
The Vida Bogart School for All Children,K-8,40.840445,-73.882531
World View High School,High school,40.879958,-73.889011
Bronx Alliance Middle School,Junior High-Intermediate-Middle,40.886002,-73.839682
Young Voices Academy of the Bronx,Elementary,40.854423,-73.863733
Concourse Village Elementary School,Elementary,40.823014,-73.922527
P.S. 360,Elementary,40.874717,-73.902214
The Highbridge Green School,Junior High-Intermediate-Middle,40.838232,-73.927892
Icahn Charter School 7,K-8,40.822522,-73.877274
Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,40.859496,-73.90049
South Bronx Classical Charter School II,Elementary,40.808194,-73.925459
Academy for Language and Technology,High school,40.849416,-73.915217
Urban Assembly Academy of Civic Engagement,Junior High-Intermediate-Middle,40.826794,-73.818083
"Archimedes Academy for Math, Science and Technolog",Secondary School,40.815043,-73.85607
In-Tech Academy (M.S. / High School 368),Secondary School,40.877935,-73.913694
Young Leaders Elementary School,Elementary,40.80908,-73.919773
Leaders of Tomorrow,Junior High-Intermediate-Middle,40.880649,-73.860126
Urban Institute of Mathematics,Junior High-Intermediate-Middle,40.826794,-73.818083
Urban Assembly School for Wildlife Conservation,Secondary School,40.843781,-73.884192
Knowledge and Power Preparatory Academy Internatio,High school,40.859466,-73.888625
The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,40.815043,-73.85607
Antonia Pantoja Preparatory Academy: A College Boa,Secondary School,40.821218,-73.85593
Bronx Community High School,High school,40.821218,-73.85593
Icahn Charter School 2,K-8,40.845023,-73.857989
Jill Chaifetz Transfer High School,High school,40.818703,-73.905389
Success Academy Charter School - Bronx 3,Elementary,40.827438,-73.914067
Bronx Haven High School,High school,40.818645,-73.919949
"Elementary School for Math, Science, and Technolog",Elementary,40.855337,-73.903139
Emolior Academy,Junior High-Intermediate-Middle,40.839297,-73.879931
Entrada Academy,Junior High-Intermediate-Middle,40.822056,-73.894368
Performance School,Elementary,40.823014,-73.922527
School for Environmental Citizenship,Elementary,40.855337,-73.903139
Brilla College Prep Charter School,Elementary,40.812804,-73.919316
Pan American International High School at Monroe,High school,40.832508,-73.878191
Bronx Global Learning Institute for Girls Charter,K-8,40.823014,-73.922527
M.S. 390,Junior High-Intermediate-Middle,40.854335,-73.913016
The Angelo Patri Middle School,Junior High-Intermediate-Middle,40.854257,-73.897404
Bronx Delta School,Elementary,40.826794,-73.818083
University Prep Charter High School,High school,40.814857,-73.912038
Mott Haven Academy Charter School,K-8,40.806389,-73.92115
"NYC Charter High School for Architecture, Engineer",High school,40.821682,-73.910421
P.S. 396,Elementary,40.854335,-73.913016
English Language Learners and International Suppor,High school,40.877379,-73.912686
Bronx Community Charter School,K-8,40.872455,-73.875451
M.S. 399,Junior High-Intermediate-Middle,40.859496,-73.90049
Morris Hs,High school,40.8275,-73.9046
Bronx International High School,High school,40.827455,-73.90392
School for Excellence,High school,40.827455,-73.90392
Herbert H. Lehman High School,High school,40.839775,-73.839583
Bronx Charter School for Children,Elementary,40.81264,-73.919913
William Howard Taft Hs,High school,40.8404,-73.9109
Bronx High School of Business,High school,40.839307,-73.911366
Bronx High School for Medical Science,Secondary School,40.839307,-73.911366
Jonathan Levin High School for Media and Communica,High school,40.839307,-73.911366
Christopher Columbus High School,High school,40.860443,-73.860729
Bronx High School for the Visual Arts,High school,40.851577,-73.864438
Bronx High School for the Visual Arts,High school,40.851577,-73.864438
Bronx Academy of Promise Charter School,K-8,40.839503,-73.919597
Icahn Charter School 3,K-8,40.856531,-73.843013
The Hunts Point School,Junior High-Intermediate-Middle,40.815827,-73.885284
Evander Childs High School,High school,40.8759,-73.8619
Community School for Social Justice,High school,40.815712,-73.92996
Charter High School for Law and Social Justice,High school,40.853728,-73.911708
Walton High School,High school,40.8703,-73.8983
Bronx Bridges High School,High school,40.821218,-73.85593
High School for Teaching and the Professions,High school,40.869061,-73.897066
Belmont Preparatory High School,High school,40.859466,-73.888625
Theodore Roosevelt Hs,High school,40.86,-73.8881
Fordham High School for the Arts,High school,40.859466,-73.888625
Fordham Leadership Academy,High school,40.859466,-73.888625
Bronx High School for Law and Community Service,High school,40.859466,-73.888625
DeWitt Clinton High School,High school,40.879958,-73.889011
"Celia Cruz Bronx High School of Music, The",High school,40.869061,-73.897066
The Family School,Elementary,40.831873,-73.917526
The Bronx High School of Science,High school,40.879958,-73.889011
Arturo A. Schomburg Satellite Academy Bronx,High school,40.823124,-73.898265
Creston Academy,Junior High-Intermediate-Middle,40.855337,-73.903139
Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,40.822925,-73.859998
Grant Avenue Elementary School,Elementary,40.828009,-73.917705
Adlai E. Stevenson High School,High school,40.8223,-73.8562
Gotham Collaborative High School,High school,40.821218,-73.85593
Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,40.828009,-73.917705
Harry S Truman High School,High school,40.874035,-73.831669
Sheridan Academy for Young Leaders,Elementary,40.831873,-73.917526
Samara Community School,Elementary,40.834188,-73.886995
East Fordham Academy for the Arts,Junior High-Intermediate-Middle,40.859496,-73.90049
Atmosphere Charter School,Junior High-Intermediate-Middle,40.875161,-73.910426
Metropolitan Lighthouse Charter School,K-12 all grades,40.834599,-73.929797
Cornerstone Academy for Social Action Middle Schoo,Junior High-Intermediate-Middle,40.882778,-73.830616
Urban Scholars Community School,Elementary,40.828406,-73.900121
Success Academy Charter School - Bronx 4 - New Yor,Elementary,40.822925,-73.859998
Boys Preparatory Charter School of New York,Elementary,40.820298,-73.927397
Mott Hall Community School,Junior High-Intermediate-Middle,40.826794,-73.818083
Pelham Academy of Academics and Community Engageme,Junior High-Intermediate-Middle,40.862098,-73.865028
P469X - The Bronx School for Continuous Learners,K-8,40.872559,-73.875375
South Bronx Hs,High school,40.8184,-73.911
American Dream Charter School,Junior High-Intermediate-Middle,40.809023,-73.917417
Family Life Academy Charter School III,Elementary,40.816245,-73.929949
Success Academy Charter School - Bronx 1,K-8,40.813681,-73.925995
Mott Haven Village Preparatory High School,High school,40.818041,-73.911633
John F. Kennedy High School,High school,40.877379,-73.912686
Marble Hill High School for International Studies,High school,40.877379,-73.912686
The Cinema School,High school,40.832508,-73.878191
Bronx Career and College Preparatory High School,High school,40.826933,-73.900593
Bronx Regional High School,High school,40.823124,-73.898265
The STEAM Bridge School,Elementary,40.843531,-73.865498
Dr. Richard Izquierdo Health and Science Charter S,Secondary School,40.826933,-73.900593
The Matilda Avenue School,Elementary,40.901436,-73.854402
Bronx Charter School for Better Learning II,Elementary,40.863842,-73.836525
Rosalyn Yalow Charter School,Elementary,40.836679,-73.91735
Girls Preparatory Charter School of the Bronx,K-8,40.816078,-73.901599
The Equality Charter School,Secondary School,40.864073,-73.823816
South Bronx Classical Charter School III,Elementary,40.829793,-73.906403
Academic Leadership Charter School,K-8,40.807916,-73.912557
South Bronx Early College Academy Charter School,Junior High-Intermediate-Middle,40.818069,-73.904223
Success Academy Charter School - Bronx 2,K-8,40.835934,-73.90497
University Heights Secondary School,High school,40.818041,-73.911633
Icahn Charter School 4,K-8,40.856531,-73.843013
Storefront Academy Charter School,Elementary,40.814952,-73.908773
P.S./M.S. 11X498 - Van Nest Academy,K-8,40.845023,-73.857989
Hostos-Lincoln Academy of Science,Secondary School,40.814857,-73.912038
District 9 HS#1,High school,40.839307,-73.911366
"Bronx School for Law, Government and Justice",Secondary School,40.827461,-73.919024
Bronxdale High School,High school,40.860443,-73.860729
High School of Language and Innovation,High school,40.860443,-73.860729
Bronx Envision Academy,High school,40.836245,-73.890591
New World High School,High school,40.888242,-73.852714
The Bronxwood Preparatory Academy,High school,40.888242,-73.852714
Frederick Douglass Academy III Secondary School,High school,40.833493,-73.903951
Felisa Rincon de Gautier Institute for Law and Pub,High school,40.820486,-73.881187
Foreign Language Academy of Global Studies,High school,40.811051,-73.909363
The Metropolitan Soundview High School,High school,40.832508,-73.878191
Bronx Design and Construction Academy,High school,40.818645,-73.919949
Crotona International High School,High school,40.855392,-73.882487
Bronx Leadership Academy High School,High school,40.84325,-73.902969
Bronx Leadership Academy II High School,High school,40.821827999999996,-73.922366
One World Middle School at Edenwald,Junior High-Intermediate-Middle,40.886002,-73.839682
Longwood Preparatory Academy,High school,40.817741,-73.897876
Archer Elementary School,Elementary,40.838151,-73.866038
Baychester Middle School,Junior High-Intermediate-Middle,40.886002,-73.839682
P.S. 536,Elementary,40.838151,-73.866038
Bronx Arena High School,High school,40.820486,-73.881187
Icahn Charter School 5,K-8,40.856531,-73.843013
New Visions Charter High School for Advanced Math,High school,40.877379,-73.912686
School for Community Research and Learning,High school,40.821218,-73.85593
Global Enterprise High School,High school,40.860443,-73.860729
Pelham Preparatory Academy,High school,40.860443,-73.860729
High School for Violin and Dance,High school,40.827455,-73.90392
High School for Contemporary Arts,High school,40.875172,-73.861649
Bronx Aerospace High School,High school,40.875172,-73.861649
Bronx Theatre High School,High school,40.877379,-73.912686
New Explorers High School,High school,40.821827999999996,-73.922366
Careers in Sports High School,High school,40.821827999999996,-73.922366
Discovery High School,High school,40.869061,-73.897066
High School of World Cultures,High school,40.832508,-73.878191
The Urban Assembly Bronx Academy of Letters,Secondary School,40.813681,-73.925995
New Visions Charter High School for the Humanities,High school,40.877379,-73.912686
New York City Montessori Charter School,Elementary,40.808703,-73.921888
Mount Eden Children's Academy,Elementary,40.842503,-73.916084
Bronx Park Middle School,Junior High-Intermediate-Middle,40.862098,-73.865028
Mott Haven Community High School,High school,40.810671,-73.907528
Westchester Square Academy,High school,40.839775,-73.839583
School for Tourism and Hospitality,High school,40.821723,-73.902892
Bronx Academy High School,High school,40.820486,-73.881187
Bronx Compass High School,High school,40.821218,-73.85593
Blueprint Middle School,Junior High-Intermediate-Middle,40.829153,-73.857882
Collegiate Preparatory Academy At Longwood,High school,40.817741,-73.897876
Claremont International HS,High school,40.839307,-73.911366
High School for Energy and Technology,High school,40.855392,-73.882487
Pelham Gardens Middle School,Junior High-Intermediate-Middle,40.863842,-73.836525
Linden Tree Elementary School,Elementary,40.838759,-73.853203
Young Women's Leadership School of the Bronx,Secondary School,40.848552,-73.909022
Throggs Neck High School,High school,40.839775,-73.839583
Bronx Middle School Of Academic And Career Technol,Junior High-Intermediate-Middle,40.840536,-73.904353
The College Avenue Academy,Junior High-Intermediate-Middle,40.832022,-73.91435
Innovative School Of Excellence At The Angelo Patr,Junior High-Intermediate-Middle,40.854257,-73.897404
Business Enterprise High School,High school,40.839307,-73.911366
Norwood Academy Of Communal Excellence At The Isob,Junior High-Intermediate-Middle,40.876819,-73.881245
Norwood Academy Of Communal Excellence At The Isob,Junior High-Intermediate-Middle,40.876819,-73.881245
Bronx Institute For Automotive Technology,High school,40.818645,-73.919949
East Fordham College & Career Preparatory High Sch,High school,40.859466,-73.888625
NORTH BRONX ACADEMY,Junior High-Intermediate-Middle,40.886002,-73.839682
Bronx Charter School for Excellence II,Elementary,40.845897,-73.864154
South Bronx Community Charter School,High school,40.821827999999996,-73.922366
P.S. 583,Elementary,40.826949,-73.859622
I.S. 584,Junior High-Intermediate-Middle,40.814857,-73.912038
Legacy College Preparatory,Secondary School,40.813077,-73.919979
Brilla Veritas Charter School,Elementary,40.815311,-73.921481
NYC Autism Charter School Bronx,Ungraded,40.828406,-73.900121
South Bronx Classical Charter School IV,Elementary,40.829793,-73.906403
Bronx Charter School for Excellence 3,Elementary,40.888351,-73.862924
Amber Charter School II,Elementary,40.880738,-73.907295
South Bronx International Middle School,Junior High-Intermediate-Middle,40.827438,-73.914067
M.S. 594,Junior High-Intermediate-Middle,40.827438,-73.914067
P.S. 595,Elementary,40.846205,-73.889602
P.S. X596,Elementary,40.874035,-73.831669
The Urban Assembly Charter School for Computer Sci,High school,40.832508,-73.878191
KIPP Freedom Charter School,Elementary,40.857932,-73.903764
Cardinal McCloskey Community Charter School,Elementary,40.851395,-73.887345
Alfred E. Smith Career and Technical Education Hig,High school,40.818645,-73.919949
Emblaze Academy Charter School,Elementary,40.820102,-73.88819
Bronx Charter School for Excellence 4,Junior High-Intermediate-Middle,40.888351,-73.862924
Zeta Charter Schools - New York City 2,Elementary,40.809462,-73.924847
Urban Dove Team Charter School II,Ungraded,40.820858,-73.905097
AECI II: NYC Charter High School for Computer Engi,High school,40.808703,-73.921888
Creo College Preparatory Charter School,Secondary School,40.820059,-73.925045
Bold Charter School,Elementary,40.825121,-73.881894
DREAM Mott Haven Charter School,Elementary,40.822574,-73.92114
University Prep Charter Middle School,K-8,40.811051,-73.909363
KIPP Elements Primary Charter School,Elementary,40.857932,-73.903764
KIPP All Charter School,K-8,40.857932,-73.903764
Bronx Arts and Science Charter School,Elementary,40.825715,-73.838299
Bronx Charter School for Excellence 5,Elementary,40.847487,-73.89654
Neighborhood Charter School: Bronx,Elementary,40.808963,-73.909019
Jane Addams High School for Academic Careers,High school,40.821723,-73.902892
Samuel Gompers Career and Technical Education High,High school,40.810671,-73.907528
Grace Dodge Career and Technical Education High Sc,High school,40.855392,-73.882487
Health Opportunities High School,High school,40.815712,-73.92996
Bronx Coalition Community High School,High school,40.832508,-73.878191
Fannie Lou Hamer Freedom High School,High school,40.831212,-73.885804
Wings Academy,High school,40.841376,-73.875262
New School for Arts and Science,High school,40.8175,-73.8982
Monroe Academy for Business/Law,High school,40.832508,-73.878191
Bronx Little School,Elementary,40.838151,-73.866038
Monroe Academy for Visual Arts & Design,High school,40.832508,-73.878191
High School of American Studies at Lehman College,High school,40.874725,-73.895543
High School of American Studies at Lehman College,High school,40.874725,-73.895543
Bronx Preparatory Charter School,Secondary School,40.839072,-73.900123
KIPP Academy Charter School,K-12 all grades,40.822574,-73.92114
Family Life Academy Charter School,Elementary,40.840262,-73.918665
Harriet Tubman Charter School,K-8,40.832328,-73.905771
Icahn Charter School,K-8,40.838654,-73.904703
Bronx Charter School for Better Learning,Elementary,40.884371,-73.839288
P.S. X721 - Stephen McSweeney School,High school,40.842725,-73.839114
P.S. 723,K-12 all grades,40.88298,-73.831856
Readnet Bronx Charter School,Elementary,40.8149,-73.917
Bronx Charter School for the Arts,Elementary,40.821815,-73.886477
J. M. Rapport School Career Development,High school,40.811051,-73.909363
P.S. X811,Secondary School,40.830552,-73.886798
P.S. X811,Secondary School,40.830552,-73.886798
